Data Collection on Fixed Factors and Adoption Drivers,,,,,,,,,,,,,
Fellow: Jaros,,,,,,,,,,,,,
Local Area Unemployment Statistics - LAUS,,,,,,,,,,,,,
,,,,,,,,,,,,,
State/Region/Division:,States,,,,,,,,,,,,
Area: ,Statewide,,,,,,,,,,,,
Measure:,05 Employment,,,,,,,,,,,,
Seasonal:,Seasonally Adjusted,,,,,,,,,,,,
Code:,LAST0XXXXXXXXXXXXXX,,,,,,,,,,,,
Reference Link:,https://www.bls.gov/lau/data.htm,,,,,,,,,,,,
,,,,,,,,,,,,,
State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Montana,1990,385504,385973,386360,386568,378197,375540,374562,374011,373668,373368,373159,372841
Montana,1991,372547,372218,371979,371963,372461,373179,374180,375268,376218,377090,377886,380178
Montana,1992,382544,385037,387416,389519,391130,391611,393397,392987,392700,392665,392855,393229
Montana,1993,393822,394615,395617,396772,397926,398902,399563,400087,400734,401590,402662,403996
Montana,1994,405501,406962,408295,409601,410997,412466,413961,415306,416372,417235,417936,418276
Montana,1995,418164,417843,417501,417247,417277,417662,418260,418846,419226,419307,419216,419256
Montana,1996,419651,420367,421290,422284,423204,424060,424887,425635,426144,426295,426089,425699
Montana,1997,425323,425115,425225,425652,426281,426960,427666,428452,429383,430397,431353,432160
Montana,1998,432758,433220,433615,434072,434714,435557,436576,437700,438808,439766,440527,441017
Montana,1999,441261,441375,441484,441651,441846,442054,442252,442506,442912,443574,444550,445763
Montana,2000,447060,448142,448771,448942,448742,448293,447742,447276,447013,446981,447039,447055
Montana,2001,446930,446676,446278,445665,444906,444121,443380,442688,442137,441874,441892,442132
Montana,2002,442501,442881,443225,443623,444151,444819,445582,446374,447084,447562,447831,447984
Montana,2003,448054,448001,447837,447572,447314,447263,447519,448045,448756,449524,450303,451073
Montana,2004,451914,453007,454362,455773,457008,457938,458632,459154,459578,460024,460529,461062
Montana,2005,461625,462171,462762,463556,464645,465975,467365,468686,469895,470948,471881,472784
Montana,2006,473834,475223,476959,478799,480410,481521,482141,482524,482917,483651,484921,486618
Montana,2007,488378,489769,490559,490799,490681,490470,490336,490385,490705,491280,491971,492671
Montana,2008,493165,493318,493102,492617,492049,491534,491141,490681,489768,487966,485128,481479
Montana,2009,477518,473914,471190,469499,468553,467979,467368,466521,465559,464706,464209,464140
Montana,2010,464472,464986,465510,465989,466422,466671,466649,466418,466010,465590,465305,465289
Montana,2011,465578,466009,466381,466625,466836,467235,468040,469279,470822,472408,473715,474604
Montana,2012,475170,475633,476113,476657,477381,478313,479333,480307,481188,481921,482488,482927
Montana,2013,483295,483680,484126,484640,485080,485408,485752,486179,486711,487351,488038,488608
Montana,2014,488971,489215,489477,489814,490317,490951,491471,491829,492120,492476,493053,493975
Montana,2015,495156,496331,497301,497907,498101,498041,498044,498282,498755,499467,500323,501126
Montana,2016,501721,502053,502130,502110,502120,502212,502386,502597,502791,502928,503111,503506
Montana,2017,504201,505163,506222,507235,508076,508607,508800,508743,508565,508462,508499,508796
Montana,2018,509456,510516,511855,513154,514144,514801,515257,515719,516321,517033,517769,518484
Montana,2019,519058,519498,519959,520681,521730,523027,524380,525645,526966,528241,529245,529531
Montana,2020,528993,527825,526397,472883,491901,499115,506184,511947,516396,518974,520291,520895
Montana,2021,521453,522336,523745,525364,526801,527913,529041,530501,532500,535168,538233,541316
Montana,2022,543927,545790,546920,547637,548242,548795,549211,549640,550277,551125,552207,553535
Montana,2023,555057,556611,557857,558587,558776,558747,558804,558947,559031,558954,558742,558558
Montana,2024,558632,559168,560231,561694,563217,564244,564334,563601,562509,561575,561314,561397
Montana,2025,561304,560539,560349,559811,559178,558946,559022,0,0,0,0,0
Nebraska,1975,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,1976,685821,685507,685622,687043,689144,691649,694059,696022,697754,699366,701007,702829
Nebraska,1977,704956,707291,709509,711514,713258,714716,716154,717798,719544,721112,722337,723264
Nebraska,1978,724165,725238,726524,727932,729448,730993,732254,733131,733848,734690,735693,736518
Nebraska,1979,736882,736929,736852,736698,736526,736399,736578,737113,737829,738566,739172,739482
Nebraska,1980,739262,738291,736697,734884,733215,732025,731347,731067,731095,731299,731770,732785
Nebraska,1981,734339,736209,738171,739741,740465,740258,739276,737892,736459,735208,734177,733426
Nebraska,1982,733005,732768,732487,732280,732326,732587,733020,733516,733935,734131,733982,733370
Nebraska,1983,732474,731745,731538,732094,733335,734927,736465,737560,738025,738047,737895,737853
Nebraska,1984,738268,739315,740842,742450,743935,745176,746047,746566,746847,747126,747716,748713
Nebraska,1985,749724,750345,750432,750047,749380,748809,748701,749332,750637,752205,753629,754674
Nebraska,1986,755397,755924,756319,756707,757174,757781,758587,759497,760382,761115,761448,761379
Nebraska,1987,760996,760450,760016,759798,759752,759762,759705,759577,759586,759858,760482,761325
Nebraska,1988,762284,763382,764582,765876,767254,768664,769974,771070,771826,772231,772390,772359
Nebraska,1989,772128,771628,771055,770656,770617,771037,771932,773225,774804,776694,778833,781260
Nebraska,1990,784129,787357,790570,793359,795516,797003,798057,798988,800004,801196,802740,804575
Nebraska,1991,806327,807813,808904,809703,810476,811302,812092,812830,813555,814181,814609,814859
Nebraska,1992,815143,815704,816752,818163,819553,820738,821669,822251,822431,822421,822479,822903
Nebraska,1993,823956,825653,827954,830767,833776,836667,839177,841340,843513,845843,848134,850294
Nebraska,1994,852196,853666,854650,855313,856044,857222,859077,861504,864148,866797,869454,871810
Nebraska,1995,873534,874700,875513,876230,877174,878469,879993,881513,882838,883851,884501,884948
Nebraska,1996,885575,886608,888027,889655,891316,892843,894196,895329,896002,896097,895863,895684
Nebraska,1997,895757,896131,896871,897841,898696,899289,899764,900265,900960,901783,902502,903041
Nebraska,1998,903379,903577,903662,903834,904282,904936,905621,906321,906997,907553,907745,907320
Nebraska,1999,906349,905132,904053,903440,903462,904168,905306,906595,907914,909191,910546,912020
Nebraska,2000,913505,914791,915654,915956,915647,914878,913996,913479,913615,914579,916209,918081
Nebraska,2001,919687,920691,920974,920558,919780,918877,918064,917190,916163,915141,914253,913743
Nebraska,2002,913765,914274,915138,916376,917920,919652,921328,922917,924447,925734,926900,928053
Nebraska,2003,929269,930526,931613,932182,932072,931643,931388,931670,932645,934153,935782,937159
Nebraska,2004,938107,938705,939287,940068,941003,941849,942338,942251,941600,940720,939903,939321
Nebraska,2005,939039,938999,939157,939489,940024,940629,941160,941518,941645,941612,941585,941736
Nebraska,2006,942188,942897,943714,944541,945391,946291,947400,948781,950276,951731,953002,953901
Nebraska,2007,954392,954681,954928,955303,955886,956660,957526,958493,959629,960774,961853,962913
Nebraska,2008,963869,964657,965228,965471,965378,965148,964882,964460,963703,962491,960725,958463
Nebraska,2009,955922,953502,951681,950679,950188,949774,949055,947907,946524,945185,944232,943886
Nebraska,2010,944194,944832,945522,946231,946971,947592,948039,948444,948841,949461,950481,951947
Nebraska,2011,953732,955545,957097,958207,959043,959973,961305,963077,965146,967203,968857,969969
Nebraska,2012,970760,971533,972298,973108,974226,975756,977659,979727,981676,983116,983907,984104
Nebraska,2013,983797,983365,983239,983552,983842,983644,982800,981551,980387,979756,979883,980649
Nebraska,2014,981794,982897,983550,983526,983134,982908,983009,983418,983981,984468,984614,984345
Nebraska,2015,983736,982946,982371,982306,982672,983255,984055,985078,986287,987747,989343,990824
Nebraska,2016,992040,992840,993056,992676,991892,990863,989682,988408,987105,985912,985137,985048
Nebraska,2017,985628,986806,988311,989906,991412,992635,993426,993730,993669,993513,993495,993978
Nebraska,2018,995183,997144,999542,1001770,1003338,1004227,1004723,1005219,1005925,1006927,1008170,1009516
Nebraska,2019,1010764,1011854,1012790,1013758,1014775,1015861,1017001,1018179,1019668,1021190,1022330,1022336
Nebraska,2020,1020834,1018057,1008463,958924,978145,985838,993818,1000566,1005563,1008168,1008919,1008589
Nebraska,2021,1008342,1008616,1009553,1010860,1012318,1013627,1014896,1016323,1018077,1020342,1022913,1025513
Nebraska,2022,1027802,1029522,1030498,1030791,1030558,1029930,1029038,1028218,1027775,1027866,1028566,1029841
Nebraska,2023,1031417,1033104,1034596,1035669,1036158,1036275,1036237,1036091,1035917,1035690,1035491,1035409
Nebraska,2024,1035528,1035945,1036665,1037633,1038839,1040050,1041065,1041876,1042476,1042810,1042744,1042637
Nebraska,2025,1044450,1046052,1048268,1050056,1052072,1053925,1055031,0,0,0,0,0
Nevada,1975,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,1976,292292,292023,292190,293728,295870,298253,300458,302259,303905,305521,307260,309262
Nevada,1977,311621,314325,317173,320020,322754,325365,327976,330710,333605,336564,339473,342223
Nevada,1978,344826,347277,349623,351897,354111,356269,358268,360104,361898,363832,365954,368105
Nevada,1979,370158,372127,374070,376021,378094,380300,382721,385352,388059,390696,393184,395449
Nevada,1980,397338,398802,399929,400902,401934,403240,404887,406843,409001,411233,413560,416178
Nevada,1981,419123,422218,425322,428260,430828,433019,434849,436372,437721,439001,440073,440858
Nevada,1982,441461,441949,442282,442513,442663,442655,442472,442150,441702,441170,440746,440503
Nevada,1983,440515,440996,442066,443719,445856,448291,450854,453379,455778,458074,460292,462540
Nevada,1984,464941,467495,470092,472547,474785,476765,478498,480056,481564,483182,485026,487047
Nevada,1985,489000,490625,491815,492723,493533,494490,495757,497464,499565,501833,504071,506182
Nevada,1986,508237,510433,512898,515588,518419,521330,524193,526868,529280,531480,533497,535494
Nevada,1987,537572,539684,541878,544170,546508,548834,551195,553642,556260,559028,561956,564923
Nevada,1988,567852,570825,573805,576793,579864,583008,586171,589292,592348,595321,598145,600802
Nevada,1989,603284,605470,607449,609267,610919,612498,614067,615692,617425,619386,621579,623871
Nevada,1990,626173,628438,630573,632594,634616,636567,638442,640242,641882,643299,644683,646221
Nevada,1991,647928,649859,651910,653944,655926,657879,659754,661490,663090,664487,665707,666845
Nevada,1992,668047,669400,671024,672907,674837,676683,678449,680211,682063,684181,686484,688939
Nevada,1993,691673,694748,698223,702100,706248,710532,714776,718944,723177,727549,732028,736611
Nevada,1994,741127,745298,748967,752191,755204,758236,761494,764989,768603,772267,775991,779555
Nevada,1995,782758,785744,788669,791636,794820,798311,802069,805876,809545,812962,816117,819131
Nevada,1996,822291,825780,829688,834033,838717,843573,848449,853268,857787,861843,865587,869310
Nevada,1997,873155,877175,881451,885897,890248,894328,898103,901584,904908,908159,911317,914542
Nevada,1998,917987,921707,925583,929592,933755,937993,942210,946450,950725,954952,958923,962406
Nevada,1999,965415,968095,970656,973217,975787,978465,981307,984368,987746,991487,995687,1000199
Nevada,2000,1004735,1009065,1013029,1016630,1020008,1023254,1026505,1030033,1033962,1038295,1042743,1046919
Nevada,2001,1050448,1053204,1055215,1056607,1057702,1058751,1059953,1061086,1061996,1062834,1063692,1064770
Nevada,2002,1066184,1067792,1069474,1071335,1073393,1075591,1077641,1079461,1081052,1082260,1083308,1084455
Nevada,2003,1085952,1087927,1090185,1092340,1094166,1095883,1097908,1100468,1103668,1107438,1111457,1115346
Nevada,2004,1118832,1121970,1125119,1128487,1132139,1136058,1140122,1144170,1148062,1151748,1155405,1159303
Nevada,2005,1163660,1168478,1173749,1179448,1185438,1191323,1196809,1201824,1206493,1211154,1216039,1221263
Nevada,2006,1226957,1233001,1239189,1245353,1251491,1257612,1263929,1270511,1277173,1283676,1289689,1294832
Nevada,2007,1298915,1302127,1304612,1306618,1308421,1310227,1312039,1313890,1315848,1317729,1319403,1320776
Nevada,2008,1321563,1321677,1321117,1319844,1317905,1315420,1312343,1308475,1303538,1297336,1289854,1281445
Nevada,2009,1272617,1263925,1256022,1249140,1242748,1236373,1229689,1222625,1215537,1208920,1203304,1198881
Nevada,2010,1195590,1192933,1190365,1187769,1185311,1182937,1180673,1178760,1177252,1176300,1175921,1176100
Nevada,2011,1176733,1177522,1178204,1178606,1178895,1179490,1180810,1182931,1185704,1188822,1191823,1194434
Nevada,2012,1196701,1198794,1200696,1202476,1204475,1206893,1209714,1212747,1215736,1218261,1220142,1221416
Nevada,2013,1222288,1223299,1224968,1227493,1230382,1233069,1235307,1237122,1238753,1240577,1242928,1245794
Nevada,2014,1249029,1252367,1255500,1258209,1260758,1263604,1266772,1270261,1273931,1277485,1280611,1283395
Nevada,2015,1286014,1288563,1291256,1294093,1296756,1298919,1300599,1302015,1303525,1305577,1308257,1311254
Nevada,2016,1314196,1316869,1319219,1321366,1323547,1325918,1328498,1331205,1333912,1336655,1339753,1343501
Nevada,2017,1347936,1352931,1358112,1363325,1368464,1373295,1377764,1381819,1385488,1389018,1392574,1396626
Nevada,2018,1401511,1407392,1413899,1420199,1425669,1430267,1434174,1437822,1441590,1445686,1450135,1454785
Nevada,2019,1459404,1463959,1468427,1473000,1477590,1482086,1486403,1490513,1494787,1498844,1502115,1503507
Nevada,2020,1502314,1498494,1433426,1021012,1046193,1216199,1259686,1291915,1319667,1338950,1353393,1363371
Nevada,2021,1370581,1376654,1382857,1388943,1394482,1399407,1403186,1406843,1410375,1414675,1419009,1423622
Nevada,2022,1435320,1446459,1456819,1466672,1475682,1484142,1491886,1499468,1500060,1501501,1504023,1507605
Nevada,2023,1511792,1516253,1520575,1524403,1527516,1530332,1533119,1535757,1538173,1540242,1542051,1543789
Nevada,2024,1545590,1547574,1549691,1551925,1554300,1556466,1558328,1559984,1561400,1562366,1562390,1562199
Nevada,2025,1566994,1570686,1575424,1581204,1586221,1590699,1591047,0,0,0,0,0
New Hampshire,1975,0,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,1976,364957,364611,364826,366764,369477,372471,375142,377135,378713,379990,381183,382545
New Hampshire,1977,384228,386198,388265,390338,392357,394328,396448,398747,401050,403143,404900,406317
New Hampshire,1978,407669,409261,411210,413507,416020,418495,420607,422397,424212,426291,428641,431015
New Hampshire,1979,433128,434820,436130,437142,438082,439150,440493,442031,443480,444731,445757,446516
New Hampshire,1980,446940,446996,446736,446182,445433,444761,444443,444631,445439,446762,448472,450487
New Hampshire,1981,452469,454086,455204,455806,455919,455655,455202,454707,454192,453653,453012,452235
New Hampshire,1982,451486,450860,450401,450300,450604,451144,451714,452293,452953,453709,454576,455658
New Hampshire,1983,457065,458912,461230,464025,467260,470855,474552,477923,480722,483036,485109,487142
New Hampshire,1984,489351,491901,494633,497198,499352,500889,501780,502216,502400,502627,503218,504381
New Hampshire,1985,506017,507835,509656,511364,512961,514731,517031,520072,523754,527640,531174,533886
New Hampshire,1986,535741,537050,538153,539405,540981,542797,544613,546256,547741,549230,550929,553070
New Hampshire,1987,555540,558114,560803,563493,565936,567966,569579,570822,571804,572544,573091,573543
New Hampshire,1988,574092,574818,575530,576220,577018,577958,578933,579856,580740,581707,582750,583646
New Hampshire,1989,584273,584615,584847,585016,585161,585423,585906,586648,587529,588441,589306,590126
New Hampshire,1990,590830,591285,591395,591263,591088,590798,590374,589789,588961,587820,586435,584928
New Hampshire,1991,583396,582017,580775,579509,578194,577025,576050,575193,574449,573710,572931,572190
New Hampshire,1992,571622,571273,571219,571388,571476,571320,571098,571051,571332,572039,572980,573931
New Hampshire,1993,574877,575878,577042,578518,580266,582006,583357,584218,584793,585383,586272,587561
New Hampshire,1994,589111,590657,591989,593075,594100,595359,597031,599018,601080,603005,604711,606092
New Hampshire,1995,607027,607587,607839,607813,607702,607657,607779,608080,608423,608653,608679,608477
New Hampshire,1996,608143,607778,607548,607643,608134,609032,610331,611940,613670,615312,616802,618316
New Hampshire,1997,620059,622196,624799,627714,630559,632931,634484,635063,634803,634058,633241,632764
New Hampshire,1998,632901,633740,635152,636965,638928,640859,642799,644910,647210,649554,651700,653437
New Hampshire,1999,654637,655247,655425,655412,655433,655586,655833,656199,656828,657779,659091,660616
New Hampshire,2000,662213,663734,664969,665839,666491,667078,667752,668665,669882,671381,672906,674094
New Hampshire,2001,674654,674445,673452,671775,669753,667749,666077,664734,663669,662898,662358,662108
New Hampshire,2002,662179,662573,663273,664313,665619,667095,668498,669643,670473,671012,671483,671964
New Hampshire,2003,672496,673163,673899,674448,674603,674545,674599,674997,675772,676790,677909,679003
New Hampshire,2004,679909,680590,681268,682189,683431,684888,686370,687758,688921,689732,690273,690859
New Hampshire,2005,691732,692821,694029,695303,696528,697499,698109,698402,698527,698726,699033,699334
New Hampshire,2006,699717,700280,700907,701456,702021,702662,703427,704213,704925,705631,706266,706693
New Hampshire,2007,706838,706811,706791,706900,707113,707384,707713,708206,708900,709568,710212,710912
New Hampshire,2008,711564,712101,712494,712768,712924,712923,712581,711742,710338,708387,705907,703043
New Hampshire,2009,699945,696867,694187,691969,690037,688368,686960,685716,684669,684033,683982,684553
New Hampshire,2010,685726,687248,688775,690332,691945,693295,694165,694589,694631,694452,694301,694351
New Hampshire,2011,694654,695031,695251,695117,694687,694397,694678,695658,697127,698627,699711,700182
New Hampshire,2012,700168,699936,699630,699330,699290,699583,700169,700978,701911,702748,703249,703397
New Hampshire,2013,703278,703122,703330,704155,705279,706241,706751,706796,706600,706449,706601,707040
New Hampshire,2014,707715,708653,709611,710298,710920,711863,713124,714567,716117,717767,719340,720708
New Hampshire,2015,721759,722306,722483,722492,722321,721993,721800,721985,722671,723903,725674,727764
New Hampshire,2016,729827,731637,733024,733959,734584,735020,735337,735501,735362,734896,734367,734080
New Hampshire,2017,734224,734811,735640,736511,737245,737657,737687,737453,737198,737199,737528,738340
New Hampshire,2018,739735,741717,744061,746301,747944,748880,749267,749443,749688,750168,750884,751783
New Hampshire,2019,752699,753508,754169,754855,755711,756740,757892,759084,760326,761267,761555,760561
New Hampshire,2020,758054,754347,750281,623667,667302,681744,695257,705596,713684,718465,720943,721844
New Hampshire,2021,722131,722417,723022,723785,724474,724848,725166,725750,726710,728372,730650,733331
New Hampshire,2022,736115,738707,740790,742302,743242,743506,743143,742554,742090,741783,741685,741871
New Hampshire,2023,742302,742969,743579,743925,744005,744116,744360,744670,745089,745665,746446,747295
New Hampshire,2024,748102,748822,749503,750224,750978,751637,752216,752782,753312,753686,753698,753628
New Hampshire,2025,754694,754537,753682,753094,752560,752152,751354,0,0,0,0,0
New Jersey,1975,0,0,0,0,0,0,0,0,0,0,0,0
New Jersey,1976,2957075,2956551,2958434,2964587,2971644,2978253,2983223,2986322,2989066,2991844,2995222,3000325
New Jersey,1977,3008584,3020428,3034195,3048080,3060460,3069870,3076911,3083922,3092663,3103190,3114736,3126156
New Jersey,1978,3137031,3147443,3158175,3170221,3184346,3201045,3218766,3235239,3249897,3263660,3276553,3287151
New Jersey,1979,3294714,3299801,3303148,3305604,3308444,3311656,3315767,3321328,3327764,3334348,3340675,3345981
New Jersey,1980,3348564,3347221,3342241,3334530,3325771,3318889,3315513,3315595,3318283,3322024,3326347,3332035
New Jersey,1981,3338616,3344533,3348891,3350761,3349620,3346046,3340952,3335145,3329181,3323629,3318063,3312584
New Jersey,1982,3308641,3307351,3308578,3312282,3317420,3322085,3324971,3325770,3324751,3322375,3319663,3317307
New Jersey,1983,3316070,3317810,3323997,3335519,3351988,3371830,3393473,3415153,3435653,3454666,3472539,3490487
New Jersey,1984,3509831,3530031,3548817,3563371,3572466,3576147,3575188,3571681,3568345,3567779,3571277,3577653
New Jersey,1985,3584157,3588668,3590928,3592031,3593472,3596815,3602873,3611631,3622016,3632015,3640070,3645690
New Jersey,1986,3649839,3654354,3660372,3668281,3677683,3688260,3699358,3709650,3717996,3724560,3729793,3735416
New Jersey,1987,3742539,3750797,3760116,3769603,3778145,3785054,3790273,3794481,3798587,3802155,3804917,3806128
New Jersey,1988,3805334,3803566,3801581,3800516,3800885,3801956,3803193,3804765,3807174,3811156,3816393,3821572
New Jersey,1989,3825608,3826625,3824110,3818810,3812378,3806955,3803908,3803481,3805453,3810299,3817461,3825990
New Jersey,1990,3834905,3843600,3851228,3856828,3860216,3861260,3860190,3856956,3850796,3840787,3828631,3816593
New Jersey,1991,3805788,3797772,3792957,3791208,3791806,3793007,3792565,3789435,3783973,3776907,3769214,3761626
New Jersey,1992,3754617,3747570,3740134,3731847,3722258,3712277,3703782,3698037,3695213,3694964,3695484,3696093
New Jersey,1993,3697954,3701556,3706896,3713428,3719724,3725041,3728973,3732014,3735540,3739993,3745161,3750121
New Jersey,1994,3753230,3754096,3754068,3755438,3760447,3769323,3781324,3794750,3807501,3818740,3828485,3836396
New Jersey,1995,3842314,3846753,3849462,3850064,3849672,3849641,3850141,3850845,3851618,3852299,3852915,3854152
New Jersey,1996,3857463,3863930,3874340,3888441,3904737,3921669,3938175,3953180,3965539,3974990,3982597,3989987
New Jersey,1997,3997440,4005026,4012803,4020077,4025452,4028617,4030407,4031428,4031874,4031603,4030299,4028163
New Jersey,1998,4026362,4025561,4025244,4026078,4028746,4032325,4035667,4039225,4043990,4050364,4057540,4064536
New Jersey,1999,4070226,4074122,4077151,4079577,4081358,4083557,4086987,4091519,4096844,4102848,4110202,4118337
New Jersey,2000,4126325,4132889,4136533,4136669,4134051,4129491,4124213,4120337,4119187,4120662,4123354,4125449
New Jersey,2001,4125719,4124101,4121139,4117398,4114052,4111653,4110533,4109334,4107344,4105163,4102968,4101369
New Jersey,2002,4100548,4099975,4099371,4099687,4101293,4103923,4106247,4107763,4108140,4106596,4103825,4101047
New Jersey,2003,4099100,4098441,4098573,4098157,4096451,4094733,4094791,4097354,4102419,4109571,4117644,4125227
New Jersey,2004,4131420,4136114,4139938,4143561,4146981,4150086,4152872,4155530,4158153,4160429,4162480,4165143
New Jersey,2005,4169645,4176599,4185950,4196999,4208980,4220075,4228009,4231851,4231941,4230492,4229656,4230150
New Jersey,2006,4231901,4234480,4237579,4240627,4243217,4245461,4248941,4254557,4261862,4269453,4275294,4278107
New Jersey,2007,4277762,4275029,4270804,4266814,4264495,4264311,4265764,4268180,4271569,4275656,4280338,4285041
New Jersey,2008,4288480,4289991,4289802,4288240,4286162,4284383,4282812,4280454,4275224,4265454,4251399,4235065
New Jersey,2009,4218812,4204957,4195083,4188732,4183166,4176217,4166699,4155266,4144703,4137394,4134266,4135096
New Jersey,2010,4139014,4143596,4146541,4147318,4146544,4144470,4141813,4139470,4137506,4136835,4138020,4140918
New Jersey,2011,4144761,4148577,4151806,4154292,4156813,4160494,4165856,4172367,4178995,4184387,4187294,4187534
New Jersey,2012,4186168,4184654,4183116,4181494,4180962,4182540,4186385,4192124,4198931,4205276,4209994,4212238
New Jersey,2013,4211784,4209852,4208350,4208810,4209789,4209652,4208326,4206029,4203521,4202052,4203183,4207920
New Jersey,2014,4216186,4226722,4237946,4248206,4257640,4266977,4275678,4283741,4291107,4297186,4301468,4304424
New Jersey,2015,4307181,4310233,4314341,4319441,4324741,4329561,4334275,4339449,4345839,4354418,4364483,4373885
New Jersey,2016,4380800,4384641,4385513,4384603,4383590,4383136,4383494,4384607,4385808,4386458,4387598,4390595
New Jersey,2017,4395510,4401732,4407830,4412814,4415756,4415854,4412977,4407512,4400750,4394376,4388931,4385709
New Jersey,2018,4386416,4392094,4401537,4411555,4419465,4424839,4428154,4430703,4433869,4439032,4446827,4456667
New Jersey,2019,4467242,4478287,4490012,4503205,4517290,4530891,4542822,4552738,4561908,4569881,4576022,4578023
New Jersey,2020,4573720,4562044,4546335,3808817,3865414,3957596,4048735,4121175,4185335,4229192,4260768,4279403
New Jersey,2021,4290143,4298598,4309563,4321358,4332103,4340531,4346918,4354081,4361670,4372500,4384304,4396956
New Jersey,2022,4434623,4470475,4502609,4532963,4561132,4587926,4612549,4636045,4634875,4635850,4639185,4644376
New Jersey,2023,4650333,4656588,4662043,4665511,4665885,4664110,4661785,4659391,4657225,4655670,4655638,4657392
New Jersey,2024,4660831,4665741,4671305,4676713,4681620,4684975,4685420,4683712,4681283,4678938,4678009,4678030
New Jersey,2025,4673290,4672171,4668218,4665422,4659310,4653524,4648732,0,0,0,0,0
New Mexico,1975,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,1976,438991,438745,438895,440280,442206,444340,446279,447786,449124,450534,452203,454260
New Mexico,1977,456822,459872,463124,466311,469178,471693,474020,476373,478859,481387,483919,486342
New Mexico,1978,488630,490795,492949,495208,497560,499842,501827,503438,504723,505917,507112,508207
New Mexico,1979,509207,510220,511290,512377,513629,515092,516831,518704,520454,521898,522978,523676
New Mexico,1980,523800,523293,522372,521347,520479,520024,520084,520755,522035,523672,525571,527878
New Mexico,1981,530513,533119,535393,537110,538139,538664,538935,539158,539545,540226,540956,541523
New Mexico,1982,541973,542388,542765,543231,543873,544567,545170,545545,545549,545153,544566,543942
New Mexico,1983,543532,543827,545115,547371,550318,553512,556541,559118,561241,563152,565122,567398
New Mexico,1984,570151,573194,576188,578860,581081,582841,584198,585254,586153,587144,588468,590115
New Mexico,1985,591784,593145,593993,594350,594469,594794,595716,597519,600060,602769,605045,606531
New Mexico,1986,607202,607363,607507,607957,608773,609881,611107,612218,613002,613470,613640,613767
New Mexico,1987,614046,614511,615208,616104,617154,618209,619127,619904,620816,621983,623514,625236
New Mexico,1988,626950,628649,630169,631514,632774,634102,635620,637241,638843,640420,641946,643430
New Mexico,1989,644903,646207,647386,648442,649385,650285,651260,652513,654028,655747,657553,659324
New Mexico,1990,661084,662822,664415,665756,666762,667299,667379,667061,666506,665894,665468,665360
New Mexico,1991,665438,665758,666368,667282,668546,670021,671413,672548,673383,673884,674220,674630
New Mexico,1992,675354,676482,677965,679596,681053,682327,683522,684632,685638,686653,687646,688687
New Mexico,1993,689946,691436,693152,695129,697378,699794,702241,704789,707554,710472,713352,716085
New Mexico,1994,718563,720741,722688,724512,726289,728132,730213,732538,735087,737870,740786,743419
New Mexico,1995,745388,746581,747036,747012,746956,747183,747732,748369,748842,749018,748939,748783
New Mexico,1996,748806,749188,749988,751088,752333,753624,754925,756240,757355,758088,758532,758968
New Mexico,1997,759601,760614,762227,764405,766844,769218,771354,773165,774727,776115,777351,778536
New Mexico,1998,779724,780912,781937,782780,783475,783965,784269,784602,785152,785905,786697,787297
New Mexico,1999,787684,787929,788167,788533,789096,789952,791009,792122,793250,794446,795862,797511
New Mexico,2000,799226,800802,802104,803092,803842,804480,805288,806561,808320,810471,812698,814646
New Mexico,2001,816074,816958,817341,817343,817191,816993,816757,816335,815782,815354,815223,815592
New Mexico,2002,816520,817801,819214,820740,822340,823964,825413,826644,827638,828277,828694,829032
New Mexico,2003,829439,830029,830731,831296,831614,831907,832456,833352,834601,836144,837786,839324
New Mexico,2004,840570,841551,842514,843520,844608,845843,847252,848812,850426,851893,853207,854513
New Mexico,2005,855942,857520,859342,861551,864047,866411,868336,869723,870744,871806,873100,874617
New Mexico,2006,876491,878606,880632,882357,883771,884940,886151,887605,889244,891050,892917,894570
New Mexico,2007,895747,896472,896839,896950,896972,897135,897521,898214,899286,900558,901893,903232
New Mexico,2008,904321,905058,905453,905617,905769,906053,906344,906300,905434,903259,899544,894550
New Mexico,2009,888861,883223,878476,875026,872532,870534,868555,866308,863919,861735,860234,859682
New Mexico,2010,860158,861339,862681,863746,864313,864160,863334,862184,861024,860254,860082,860506
New Mexico,2011,861312,862123,862630,862754,862628,862429,862389,862549,862880,863385,863951,864443
New Mexico,2012,864925,865431,865762,865779,865766,866171,867179,868681,870364,871607,872059,871764
New Mexico,2013,870863,869744,868962,868813,868955,868924,868579,868077,867670,867573,867824,868285
New Mexico,2014,868871,869498,870052,870442,870939,871896,873276,874950,876682,878225,879314,879874
New Mexico,2015,879963,879741,879470,879300,879126,878794,878314,877754,877366,877466,878127,879172
New Mexico,2016,880263,881101,881532,881640,881613,881525,881452,881411,881256,881003,880964,881399
New Mexico,2017,882444,884026,885740,887320,888585,889353,889630,889544,889352,889348,889650,890480
New Mexico,2018,891977,894133,896633,898840,900253,900836,900762,900421,900230,900507,901333,902557
New Mexico,2019,903856,905053,906146,907274,908409,909430,910238,910941,911898,912874,913511,913180
