"path","ext","size_bytes","mtime","last_commit","last_date","last_author","last_subject"
"job_market_data/NCI_short_run_sDiD_plots/Illinois_sDiD_PE_NCI_short_run.png","png",161970,"2025-06-18 15:35:53.086228","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Indiana_sDiD_PE_NCI_short_run.png","png",181967,"2025-06-18 15:35:53.086672","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Iowa_sDiD_PE_NCI_short_run.png","png",162052,"2025-06-18 15:35:53.087035","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Kentucky_sDiD_PE_NCI_short_run.png","png",169923,"2025-06-18 15:35:53.087417","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Louisiana_sDiD_PE_NCI_short_run.png","png",178388,"2025-06-18 15:35:53.087846","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Maine_sDiD_PE_NCI_short_run.png","png",191634,"2025-06-18 15:35:53.088262","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Maryland_sDiD_PE_NCI_short_run.png","png",166383,"2025-06-18 15:35:53.088637","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Michigan_sDiD_PE_NCI_short_run.png","png",183236,"2025-06-18 15:35:53.089046","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Minnesota_sDiD_PE_NCI_short_run.png","png",183416,"2025-06-18 15:35:53.089469","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Missouri_sDiD_PE_NCI_short_run.png","png",170038,"2025-06-18 15:35:53.089852","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Nebraska_sDiD_PE_NCI_short_run.png","png",163403,"2025-06-18 15:35:53.090215","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/New Jersey_sDiD_PE_NCI_short_run.png","png",152982,"2025-06-18 15:35:53.090557","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/New York_sDiD_PE_NCI_short_run.png","png",172778,"2025-06-18 15:35:53.091041","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/North Carolina_sDiD_PE_NCI_short_run.png","png",165393,"2025-06-18 15:35:53.091411","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/North Dakota_sDiD_PE_NCI_short_run.png","png",157496,"2025-06-18 15:35:53.091773","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Oregon_sDiD_PE_NCI_short_run.png","png",172750,"2025-06-18 15:35:53.092182","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Pennsylvania_sDiD_PE_NCI_short_run.png","png",186883,"2025-06-18 15:35:53.092599","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Rhode Island_sDiD_PE_NCI_short_run.png","png",171007,"2025-06-18 15:35:53.092984","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/South Carolina_sDiD_PE_NCI_short_run.png","png",180542,"2025-06-18 15:35:53.093404","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Utah_sDiD_PE_NCI_short_run.png","png",169722,"2025-06-18 15:35:53.093786","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCI_short_run_sDiD_plots/Wisconsin_sDiD_PE_NCI_short_run.png","png",180586,"2025-06-18 15:35:53.094194","df3b1b8","2024-09-26","Ben Jaros","Percentage Change & non CI Point Estimates"
"job_market_data/NCIPC_Illinois_shift_base76.png","png",62456,"2025-06-18 15:35:53.038571","4b00164","2024-09-22","Ben Jaros","Create NCIPC_Illinois_shift_base76.png"
"job_market_data/NEW_LR_log_ci/Alabama_sDiD_log_ci_long_run.png","png",112373,"2025-06-18 15:35:53.094507","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Arizona_sDiD_log_ci_long_run.png","png",113790,"2025-06-18 15:35:53.094794","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Arkansas_sDiD_log_ci_long_run.png","png",105890,"2025-06-18 15:35:53.095044","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/California_sDiD_log_ci_long_run.png","png",97666,"2025-06-18 15:35:53.095279","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Colorado_sDiD_log_ci_long_run.png","png",115893,"2025-06-18 15:35:53.095572","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Connecticut_sDiD_log_ci_long_run.png","png",104826,"2025-06-18 15:35:53.095831","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Delaware_sDiD_log_ci_long_run.png","png",103569,"2025-06-18 15:35:53.096089","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Georgia_sDiD_log_ci_long_run.png","png",109117,"2025-06-18 15:35:53.096358","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Illinois_sDiD_log_ci_long_run.png","png",98285,"2025-06-18 15:35:53.096611","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Indiana_sDiD_log_ci_long_run.png","png",113777,"2025-06-18 15:35:53.096898","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Iowa_sDiD_log_ci_long_run.png","png",113928,"2025-06-18 15:35:53.09718","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Kentucky_sDiD_log_ci_long_run.png","png",109320,"2025-06-18 15:35:53.097459","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Louisiana_sDiD_log_ci_long_run.png","png",116250,"2025-06-18 15:35:53.097763","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Maine_sDiD_log_ci_long_run.png","png",115050,"2025-06-18 15:35:53.098038","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Maryland_sDiD_log_ci_long_run.png","png",102376,"2025-06-18 15:35:53.098302","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Michigan_sDiD_log_ci_long_run.png","png",102400,"2025-06-18 15:35:53.098553","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Minnesota_sDiD_log_ci_long_run.png","png",110173,"2025-06-18 15:35:53.098819","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Missouri_sDiD_log_ci_long_run.png","png",114539,"2025-06-18 15:35:53.099107","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Nebraska_sDiD_log_ci_long_run.png","png",116736,"2025-06-18 15:35:53.099715","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/New Jersey_sDiD_log_ci_long_run.png","png",104766,"2025-06-18 15:35:53.099974","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/New York_sDiD_log_ci_long_run.png","png",105054,"2025-06-18 15:35:53.100225","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/North Carolina_sDiD_log_ci_long_run.png","png",95771,"2025-06-18 15:35:53.100463","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/North Dakota_sDiD_log_ci_long_run.png","png",108850,"2025-06-18 15:35:53.100732","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Oregon_sDiD_log_ci_long_run.png","png",113374,"2025-06-18 15:35:53.101012","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Pennsylvania_sDiD_log_ci_long_run.png","png",111082,"2025-06-18 15:35:53.101285","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Rhode Island_sDiD_log_ci_long_run.png","png",116934,"2025-06-18 15:35:53.101588","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/South Carolina_sDiD_log_ci_long_run.png","png",115521,"2025-06-18 15:35:53.101881","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Utah_sDiD_log_ci_long_run.png","png",114965,"2025-06-18 15:35:53.102178","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_LR_log_ci/Wisconsin_sDiD_log_ci_long_run.png","png",109190,"2025-06-18 15:35:53.102449","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Alabama_sDiD_log_ci_short_run.png","png",114327,"2025-06-18 15:35:53.102766","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Arizona_sDiD_log_ci_short_run.png","png",103481,"2025-06-18 15:35:53.10302","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Arkansas_sDiD_log_ci_short_run.png","png",107574,"2025-06-18 15:35:53.103276","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/California_sDiD_log_ci_short_run.png","png",92108,"2025-06-18 15:35:53.103505","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Colorado_sDiD_log_ci_short_run.png","png",103417,"2025-06-18 15:35:53.103764","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Connecticut_sDiD_log_ci_short_run.png","png",105450,"2025-06-18 15:35:53.104023","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Delaware_sDiD_log_ci_short_run.png","png",102089,"2025-06-18 15:35:53.104278","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Georgia_sDiD_log_ci_short_run.png","png",104473,"2025-06-18 15:35:53.104543","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Illinois_sDiD_log_ci_short_run.png","png",84628,"2025-06-18 15:35:53.104757","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Indiana_sDiD_log_ci_short_run.png","png",101031,"2025-06-18 15:35:53.105021","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Iowa_sDiD_log_ci_short_run.png","png",87492,"2025-06-18 15:35:53.105247","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Kentucky_sDiD_log_ci_short_run.png","png",107759,"2025-06-18 15:35:53.105511","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Louisiana_sDiD_log_ci_short_run.png","png",113374,"2025-06-18 15:35:53.105801","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Maine_sDiD_log_ci_short_run.png","png",103605,"2025-06-18 15:35:53.106064","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Maryland_sDiD_log_ci_short_run.png","png",100957,"2025-06-18 15:35:53.106317","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Michigan_sDiD_log_ci_short_run.png","png",79266,"2025-06-18 15:35:53.106522","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Minnesota_sDiD_log_ci_short_run.png","png",104973,"2025-06-18 15:35:53.106794","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Missouri_sDiD_log_ci_short_run.png","png",113933,"2025-06-18 15:35:53.10709","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Nebraska_sDiD_log_ci_short_run.png","png",105747,"2025-06-18 15:35:53.107367","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/New Jersey_sDiD_log_ci_short_run.png","png",98645,"2025-06-18 15:35:53.10762","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/New York_sDiD_log_ci_short_run.png","png",99335,"2025-06-18 15:35:53.107881","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/North Carolina_sDiD_log_ci_short_run.png","png",98203,"2025-06-18 15:35:53.108129","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/North Dakota_sDiD_log_ci_short_run.png","png",109678,"2025-06-18 15:35:53.108394","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Oregon_sDiD_log_ci_short_run.png","png",114345,"2025-06-18 15:35:53.10866","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Pennsylvania_sDiD_log_ci_short_run.png","png",102421,"2025-06-18 15:35:53.108911","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Rhode Island_sDiD_log_ci_short_run.png","png",116092,"2025-06-18 15:35:53.109191","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/South Carolina_sDiD_log_ci_short_run.png","png",109390,"2025-06-18 15:35:53.109461","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Utah_sDiD_log_ci_short_run.png","png",102893,"2025-06-18 15:35:53.109728","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/NEW_SR_log_ci/Wisconsin_sDiD_log_ci_short_run.png","png",103648,"2025-06-18 15:35:53.109994","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/No_Sev_revenue.csv","csv",6131,"2025-06-18 15:35:53.110789","3e5d88e","2024-07-25","Ben Jaros","Create No_Sev_revenue.csv"
"job_market_data/Non_CIT_states_FRED_OH.csv","csv",19047,"2025-06-18 15:35:53.110852","195234a","2024-06-01","Ben Jaros","Create Non_CIT_states_FRED_OH.csv"
"job_market_data/normalized_syn_illinois.csv","csv",3723,"2025-06-18 15:35:53.21675","ec51ea0","2024-09-23","Ben Jaros","sDID long run"
"job_market_data/NTA_Graphs_slides_script.R","R",8495,"2025-06-18 15:35:53.110137","8bc6157","2024-11-14","Ben Jaros","Miscellaneous Slides NTA"
"job_market_data/optimal_shift_by_state.csv","csv",814,"2025-06-18 15:35:53.21681","6d7170a","2024-10-01","Ben Jaros","Create optimal_shift_by_state.csv"
"job_market_data/pe_nonCI_SR_LR.R","R",15493,"2025-06-18 15:35:53.216957","facef39","2024-10-15","Ben Jaros","R Session to get plots for Appendix for Hoover"
"job_market_data/pe_result_CI_SR_LR.R","R",13628,"2025-06-18 15:35:53.217134","230e36c","2024-09-24","Ben Jaros","Short and Long Run PE for sDiD & Session History"
"job_market_data/pe_result_IndInc_SR_LR.R","R",670,"2025-06-18 15:35:53.217214","342f204","2024-09-25","Ben Jaros","Create pe_result_IndInc_SR_LR.R"
"job_market_data/per_chan_CI.R","R",18205,"2025-06-18 15:35:53.217295","f9bf485","2024-10-06","Ben Jaros","Percent Change Calculations for Oct 1 Draft"
"job_market_data/per_chan_NCI.R","R",18007,"2025-06-18 15:35:53.21738","f9bf485","2024-10-06","Ben Jaros","Percent Change Calculations for Oct 1 Draft"
"job_market_data/percent_change_CI_cap.csv","csv",2095,"2025-06-18 15:35:53.217458","55218bb","2024-10-01","Ben Jaros","Create percent_change_CI_cap.csv"
"job_market_data/Percent_Change_real_CI.csv","csv",1002725,"2025-06-18 15:35:53.112421","3ba76e5","2024-09-14","Ben Jaros","Percent Change in Real Corporate Income"
"job_market_data/pipeline_bootstrap_sDiD.R","R",5296,"2025-06-18 15:35:53.21754","1c6e001","2024-09-11","Ben Jaros","Pipeline Bootstrap sDiD"
"job_market_data/plot_real_ci_cap/Arizona_sDiD_plot_CI_share.png","png",211797,"2025-06-18 15:35:53.218034","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/California_sDiD_plot_CI_share.png","png",226790,"2025-06-18 15:35:53.218635","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/Delaware_sDiD_plot_CI_share.png","png",237693,"2025-06-18 15:35:53.219229","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/Illinois_sDiD_plot_CI_share.png","png",209117,"2025-06-18 15:35:53.219725","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/Indiana_sDiD_plot_CI_share.png","png",202203,"2025-06-18 15:35:53.220187","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/Michigan_sDiD_plot_CI_share.png","png",161805,"2025-06-18 15:35:53.220639","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/New York_sDiD_plot_CI_share.png","png",238243,"2025-06-18 15:35:53.221172","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/plot_real_ci_cap/North Dakota_sDiD_plot_CI_share.png","png",190040,"2025-06-18 15:35:53.221601","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/Plots_Base1976_Normalization_CI/.DS_Store",NA,6148,"2025-06-18 15:35:53.112562","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Arizona_base_1976_synthetic_vs_actual_CI.png","png",211857,"2025-06-18 15:35:53.113029","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/California_base_1976_synthetic_vs_actual_CI.png","png",165376,"2025-06-18 15:35:53.113409","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Colorado_base_1976_synthetic_vs_actual_CI.png","png",195756,"2025-06-18 15:35:53.113865","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Connecticut_base_1976_synthetic_vs_actual_CI.png","png",172834,"2025-06-18 15:35:53.114255","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Delaware_base_1976_synthetic_vs_actual_CI.png","png",223700,"2025-06-18 15:35:53.114746","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Georgia_base_1976_synthetic_vs_actual_CI.png","png",202661,"2025-06-18 15:35:53.115199","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Illinois_base_1976_synthetic_vs_actual_CI.png","png",205739,"2025-06-18 15:35:53.115661","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Indiana_base_1976_synthetic_vs_actual_CI.png","png",186126,"2025-06-18 15:35:53.116089","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Iowa_base_1976_synthetic_vs_actual_CI.png","png",189049,"2025-06-18 15:35:53.11651","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Kentucky_base_1976_synthetic_vs_actual_CI.png","png",186917,"2025-06-18 15:35:53.116923","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Louisiana_base_1976_synthetic_vs_actual_CI.png","png",188614,"2025-06-18 15:35:53.11736","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Maine_base_1976_synthetic_vs_actual_CI.png","png",191261,"2025-06-18 15:35:53.117796","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Maryland_base_1976_synthetic_vs_actual_CI.png","png",188425,"2025-06-18 15:35:53.118209","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Michigan_base_1976_synthetic_vs_actual_CI.png","png",177670,"2025-06-18 15:35:53.118613","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Minnesota_base_1976_synthetic_vs_actual_CI.png","png",174348,"2025-06-18 15:35:53.119047","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Missouri_base_1976_synthetic_vs_actual_CI.png","png",203901,"2025-06-18 15:35:53.119514","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Nebraska_base_1976_synthetic_vs_actual_CI.png","png",198460,"2025-06-18 15:35:53.119976","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/New Jersey_base_1976_synthetic_vs_actual_CI.png","png",186540,"2025-06-18 15:35:53.120423","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/New York_base_1976_synthetic_vs_actual_CI.png","png",192250,"2025-06-18 15:35:53.120873","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/North Carolina_base_1976_synthetic_vs_actual_CI.png","png",195684,"2025-06-18 15:35:53.121313","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/North Dakota_base_1976_synthetic_vs_actual_CI.png","png",193217,"2025-06-18 15:35:53.121738","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Oregon_base_1976_synthetic_vs_actual_CI.png","png",203472,"2025-06-18 15:35:53.122218","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Pennsylvania_base_1976_synthetic_vs_actual_CI.png","png",185684,"2025-06-18 15:35:53.122656","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Rhode Island_base_1976_synthetic_vs_actual_CI.png","png",189805,"2025-06-18 15:35:53.123088","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/South Carolina_base_1976_synthetic_vs_actual_CI.png","png",193490,"2025-06-18 15:35:53.123853","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Utah_base_1976_synthetic_vs_actual_CI.png","png",199006,"2025-06-18 15:35:53.124299","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_Base1976_Normalization_CI/Wisconsin_base_1976_synthetic_vs_actual_CI.png","png",183423,"2025-06-18 15:35:53.124711","0262b7d","2024-10-01","Ben Jaros","Plots for Actual and Synthetic Corporate Income; Plots for 1976 Normalized data"
"job_market_data/Plots_nat_share_rci/Arizona_sDiD_plot_CI_nat_share.png","png",207142,"2025-06-18 15:35:53.149277","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/Plots_nat_share_rci/California_sDiD_plot_CI_nat_share.png","png",160785,"2025-06-18 15:35:53.149641","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
"job_market_data/Plots_nat_share_rci/Connecticut_sDiD_plot_CI_nat_share.png","png",197427,"2025-06-18 15:35:53.150072","aa9353b","2024-09-14","Ben Jaros","Results for 9/15 Draft"
